Mitocheck_Phenotypic_Class	frame_details
Prometaphase	PLLT0048_14--ex2005_06_29--sp2005_05_23--tt18--c3___P00335_01___T00055___X0714___Y0574
Prometaphase	PLLT0048_14--ex2005_06_29--sp2005_05_23--tt18--c3___P00335_01___T00055___X0814___Y0573
Prometaphase	PLLT0048_14--ex2005_06_29--sp2005_05_23--tt18--c3___P00335_01___T00055___X0760___Y0323
Prometaphase	PLLT0048_14--ex2005_06_29--sp2005_05_23--tt18--c3___P00335_01___T00055___X0151___Y0133
Prometaphase	PLLT0048_14--ex2005_06_29--sp2005_05_23--tt18--c3___P00335_01___T00055___X0757___Y0563
Prometaphase	PLLT0048_14--ex2005_06_29--sp2005_05_23--tt18--c3___P00335_01___T00055___X0528___Y0123
Prometaphase	PLLT0048_14--ex2005_06_29--sp2005_05_23--tt18--c3___P00335_01___T00055___X0380___Y0609
Prometaphase	PLLT0048_14--ex2005_06_29--sp2005_05_23--tt18--c3___P00335_01___T00055___X0762___Y0618
Prometaphase	PLLT0048_14--ex2005_06_29--sp2005_05_23--tt18--c3___P00335_01___T00055___X0533___Y0198
Prometaphase	PLLT0048_14--ex2005_06_29--sp2005_05_23--tt18--c3___P00335_01___T00055___X0918___Y0047
Prometaphase	PLLT0048_14--ex2005_06_29--sp2005_05_23--tt18--c3___P00335_01___T00055___X0276___Y0383
Prometaphase	PLLT0048_14--ex2005_06_29--sp2005_05_23--tt18--c3___P00335_01___T00055___X0597___Y0125
Prometaphase	PLLT0048_14--ex2005_06_29--sp2005_05_23--tt18--c3___P00335_01___T00055___X0210___Y0206
Prometaphase	PLLT0048_14--ex2005_06_29--sp2005_05_23--tt18--c3___P00335_01___T00055___X0412___Y0645
Prometaphase	PLLT0048_14--ex2005_06_29--sp2005_05_23--tt18--c3___P00335_01___T00055___X0331___Y0636
Prometaphase	PLLT0048_14--ex2005_06_29--sp2005_05_23--tt18--c3___P00335_01___T00055___X0713___Y0203
Prometaphase	PLLT0048_14--ex2005_06_29--sp2005_05_23--tt18--c3___P00335_01___T00074___X0417___Y0652
Prometaphase	PLLT0048_14--ex2005_06_29--sp2005_05_23--tt18--c3___P00335_01___T00074___X0201___Y0203
Prometaphase	PLLT0064_14--ex2005_08_12--sp2005_06_06--tt17--c4___P00003_01___T00021___X0689___Y0395
Prometaphase	PLLT0064_14--ex2005_08_12--sp2005_06_06--tt17--c4___P00003_01___T00021___X0553___Y0765
Prometaphase	PLLT0064_14--ex2005_08_12--sp2005_06_06--tt17--c4___P00003_01___T00021___X0479___Y0980
Prometaphase	PLLT0064_14--ex2005_08_12--sp2005_06_06--tt17--c4___P00003_01___T00021___X0540___Y0692
Prometaphase	PLLT0064_14--ex2005_08_12--sp2005_06_06--tt17--c4___P00003_01___T00021___X0592___Y0685
Prometaphase	PLLT0064_14--ex2005_08_12--sp2005_06_06--tt17--c4___P00003_01___T00021___X0608___Y0720
Prometaphase	PLLT0064_14--ex2005_08_12--sp2005_06_06--tt17--c4___P00003_01___T00021___X0406___Y0960
Prometaphase	PLLT0064_14--ex2005_08_12--sp2005_06_06--tt17--c4___P00003_01___T00021___X0482___Y0697
Prometaphase	PLLT0064_14--ex2005_08_12--sp2005_06_06--tt17--c4___P00003_01___T00021___X0524___Y0724
Prometaphase	PLLT0064_14--ex2005_08_12--sp2005_06_06--tt17--c4___P00003_01___T00026___X0030___Y0160
Prometaphase	PLLT0064_14--ex2005_08_12--sp2005_06_06--tt17--c4___P00003_01___T00026___X0751___Y0303
Prometaphase	PLLT0064_14--ex2005_08_12--sp2005_06_06--tt17--c4___P00003_01___T00026___X0744___Y0937
Prometaphase	PLLT0064_14--ex2005_08_12--sp2005_06_06--tt17--c4___P00003_01___T00026___X0745___Y0361
Prometaphase	PLLT0064_14--ex2005_08_12--sp2005_06_06--tt17--c4___P00003_01___T00026___X0554___Y0761
Prometaphase	PLLT0064_14--ex2005_08_12--sp2005_06_06--tt17--c4___P00003_01___T00026___X0483___Y0696
Prometaphase	PLLT0064_14--ex2005_08_12--sp2005_06_06--tt17--c4___P00003_01___T00026___X0541___Y0690
Prometaphase	PLLT0064_14--ex2005_08_12--sp2005_06_06--tt17--c4___P00003_01___T00026___X0558___Y0645
Prometaphase	PLLT0064_14--ex2005_08_12--sp2005_06_06--tt17--c4___P00003_01___T00026___X0592___Y0686
Prometaphase	PLLT0064_14--ex2005_08_12--sp2005_06_06--tt17--c4___P00003_01___T00026___X0686___Y0390
Prometaphase	PLLT0064_14--ex2005_08_12--sp2005_06_06--tt17--c4___P00003_01___T00053___X0466___Y0982
Prometaphase	PLLT0064_14--ex2005_08_12--sp2005_06_06--tt17--c4___P00003_01___T00053___X0078___Y0798
Prometaphase	PLLT0064_14--ex2005_08_12--sp2005_06_06--tt17--c4___P00003_01___T00053___X0484___Y0702
Prometaphase	PLLT0064_14--ex2005_08_12--sp2005_06_06--tt17--c4___P00003_01___T00053___X0545___Y0686
Prometaphase	PLLT0064_14--ex2005_08_12--sp2005_06_06--tt17--c4___P00003_01___T00053___X0594___Y0688
Prometaphase	PLLT0064_14--ex2005_08_12--sp2005_06_06--tt17--c4___P00003_01___T00053___X0606___Y0723
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00000___X1306___Y0656
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00000___X0713___Y0793
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00008___X0870___Y0219
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00008___X0542___Y0598
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00008___X0999___Y0372
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00013___X0693___Y0249
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00013___X1066___Y0241
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00013___X1122___Y0640
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00013___X0544___Y0601
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00013___X0907___Y0089
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00013___X0644___Y0288
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00013___X1203___Y0799
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00013___X1279___Y0743
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00013___X1284___Y0697
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00013___X0594___Y0611
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00013___X1240___Y0855
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00013___X0774___Y0119
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00013___X1317___Y0444
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00013___X0706___Y0313
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00013___X1015___Y0273
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X0656___Y0490
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X1293___Y0532
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X0546___Y0602
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X1085___Y0178
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X1252___Y0486
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X1066___Y0240
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X0972___Y0846
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X0556___Y0538
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X1126___Y0637
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X0604___Y0549
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X0954___Y0167
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X1000___Y0371
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X0277___Y0492
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X1018___Y0266
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X1080___Y0585
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X0661___Y0107
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X1227___Y0379
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X0977___Y0790
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X0475___Y0833
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X1314___Y0436
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X0904___Y0088
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00047___X0538___Y0496
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00047___X0509___Y0227
Prometaphase	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00047___X0618___Y0437
Prometaphase	PLLT0094_01--ex2005_12_16--sp2005_08_03--tt17--c5___P00319_01___T00065___X1145___Y0764
Prometaphase	PLLT0094_04--ex2006_08_09--sp2005_08_03--tt17--c4___P00319_01___T00060___X0957___Y0439
Prometaphase	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00065___X1099___Y0781
Prometaphase	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00065___X0737___Y0721
Prometaphase	PLLT0101_01--ex2005_12_16--sp2005_08_15--tt17--c5___P00277_01___T00073___X0738___Y0723
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00024___X0616___Y1007
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00024___X0669___Y0501
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00024___X1005___Y0415
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00024___X1042___Y0301
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00024___X0648___Y0616
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00024___X0606___Y0973
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00024___X1080___Y0932
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00068___X0307___Y0766
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00068___X0990___Y0210
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00068___X1016___Y0741
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00068___X0506___Y0843
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00068___X0462___Y0837
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00068___X0368___Y0152
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00068___X0354___Y0855
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00068___X1258___Y0685
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00068___X0394___Y0171
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00087___X0369___Y0146
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00349_01___T00087___X0630___Y0511
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00006___X0253___Y0466
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00006___X0290___Y0800
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00006___X0906___Y0050
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00006___X0938___Y0387
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00006___X0921___Y0873
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00026___X0014___Y0559
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00026___X1157___Y0548
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00026___X0828___Y0391
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00026___X0870___Y0404
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00026___X0964___Y0847
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00026___X0383___Y0602
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00026___X0237___Y0976
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00026___X1043___Y0571
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00026___X0917___Y0871
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00026___X1001___Y0595
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00026___X0210___Y0940
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00026___X0437___Y0614
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00026___X0756___Y0178
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00026___X0858___Y0445
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00026___X0156___Y0909
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00030___X0854___Y0445
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00030___X0752___Y0178
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00030___X0077___Y0382
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00030___X0088___Y0345
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00030___X1043___Y0573
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00030___X0917___Y0873
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00030___X1002___Y0595
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00030___X1000___Y0924
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00030___X0807___Y0186
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00079___X0482___Y0904
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00079___X0557___Y0914
Prometaphase	PLLT0109_38--ex2005_09_21--sp2005_08_24--tt17--c5___P00338_01___T00079___X0807___Y0190
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00032___X0637___Y0275
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00032___X0351___Y0426
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00032___X0347___Y0474
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00032___X0677___Y0285
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00036___X0637___Y0355
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00036___X0606___Y0314
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00036___X0672___Y0281
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00041___X0605___Y0314
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00041___X0629___Y0356
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00041___X0703___Y0941
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00041___X0663___Y0280
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00041___X0288___Y0899
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00041___X0712___Y0991
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00041___X0265___Y0450
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00050___X0607___Y0316
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00050___X0622___Y0352
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00050___X0536___Y0397
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00050___X0501___Y0806
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00050___X0281___Y0911
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00050___X0604___Y0267
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00050___X0489___Y0760
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00062___X0255___Y0614
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00062___X0488___Y0763
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00062___X0576___Y0948
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00062___X0517___Y0359
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00062___X1194___Y0226
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00062___X0487___Y0278
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00062___X0499___Y0806
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00062___X0773___Y0445
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00062___X0705___Y1005
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00062___X0153___Y0922
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00062___X0546___Y0402
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00062___X0242___Y0905
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00062___X0223___Y0573
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00062___X1196___Y0276
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00062___X1245___Y0273
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00062___X0605___Y0314
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00062___X0632___Y0362
Prometaphase	PLLT0132_31--ex2005_09_30--sp2005_09_22--tt173--c3___P00053_01___T00062___X0596___Y0271
Prometaphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00001___X0486___Y0930
Prometaphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00001___X0200___Y0710
Prometaphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00001___X0540___Y0852
Prometaphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00001___X0726___Y0999
Prometaphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00016___X0542___Y0847
Prometaphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00016___X0497___Y0903
Prometaphase	PLLT0157_04--ex2006_01_20--sp2005_10_27--tt17--c5___P00005_01___T00077___X0910___Y0620
Grape	PLLT0014_12--ex2005_05_27--sp2005_04_11--tt18--c4___P00159_01___T00069___X0911___Y0678
Grape	PLLT0019_06--ex2006_08_09--sp2005_04_18--tt17--c4___P00140_01___T00069___X0473___Y0929
Grape	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00043___X0296___Y0320
Grape	PLLT0043_48--ex2005_06_29--sp2005_05_19--tt163--c4___P00166_01___T00070___X0279___Y0313
Grape	PLLT0047_27--ex2005_06_29--sp2005_05_23--tt18--c3___P00140_01___T00083___X0170___Y0764
Grape	PLLT0065_06--ex2005_07_13--sp2005_06_07--tt173--c4___P00054_01___T00092___X0928___Y0064
Grape	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00021___X0926___Y0545
Grape	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00047___X1303___Y0464
Grape	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00047___X0760___Y0277
Grape	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00047___X1064___Y0492
Grape	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00047___X1223___Y0475
Grape	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00047___X1137___Y0693
Grape	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00047___X0675___Y0137
Grape	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00047___X0773___Y0103
Grape	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00047___X1046___Y0552
Grape	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00047___X0458___Y0438
Grape	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00047___X0471___Y0480
Grape	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00047___X1120___Y0647
Grape	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00047___X1288___Y0620
Grape	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00074___X0827___Y0163
Grape	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00074___X0935___Y0555
Grape	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00074___X1322___Y0265
Grape	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00074___X0300___Y0522
Grape	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00074___X0415___Y0801
Grape	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00074___X0701___Y0156
Grape	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00074___X0756___Y0275
Grape	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00074___X0807___Y0065
Grape	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00074___X0919___Y0669
Grape	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00074___X0931___Y0607
Grape	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00074___X1268___Y0579
Grape	PLLT0066_19--ex2005_07_22--sp2005_06_07--tt173--c5___P00287_01___T00074___X0211___Y0489
